AD0942A,CO,2014,322.6108608015177
AD0942A,CO,2015,358.21109123434707
AD0942A,CO,2016,320.50742574257424
AD0942A,CO,2017,278.36153161175423
AD0942A,CO,2018,263.99380436077683
AD0942A,CO,2019,292.6378663703292
AD0942A,NO2,2014,27.87103825136612
AD0942A,NO2,2015,27.274524339016555
AD0942A,NO2,2016,27.18659420289855
AD0942A,NO2,2017,28.84471750391519
AD0942A,NO2,2018,27.649439918533606
AD0942A,NO2,2019,29.973933324187133
AD0942A,PM10,2014,25.05543372319688
AD0942A,PM10,2015,27.05239869585468
AD0942A,PM10,2016,26.2642323845077
AD0942A,PM10,2017,26.32878176205177
AD0942A,PM10,2018,23.223971085461116
AD0942A,PM10,2019,24.305024396676778
AD0942A,SO2,2014,4.279935564703776
AD0942A,SO2,2015,4.293690758293839
AD0942A,SO2,2016,2.6193252075605016
AD0942A,SO2,2017,2.2844574780058653
AD0942A,SO2,2018,2.0086996336996337
AD0942A,SO2,2019,1.7856301531213192
AL0203A,CO,2014,1182.2674992987877
AL0203A,CO,2015,1150.3025033350852
AL0203A,CO,2016,1093.0297713343336
AL0203A,CO,2017,1076.4344199013499
AL0203A,CO,2018,1511.5505036957768
AL0203A,NO2,2014,9.899447410173467
AL0203A,NO2,2015,16.14760014822469
AL0203A,NO2,2016,12.523749552773802
AL0203A,NO2,2017,9.103058525394612
AL0203A,NO2,2018,21.54296438630462
AL0203A,O3,2014,55.17747647874359
AL0203A,O3,2015,49.86534730701844
AL0203A,O3,2016,46.66665412604014
AL0203A,O3,2017,73.26947455052353
AL0203A,O3,2018,43.394299892632674
AL0203A,PM10,2014,40.88177122278478
AL0203A,PM10,2015,45.342628885122785
AL0203A,PM10,2016,40.19139794530917
AL0203A,PM10,2017,34.02353357654712
AL0203A,SO2,2014,6.92049623888605
AL0203A,SO2,2015,4.313829955706519
AL0203A,SO2,2016,5.7896486618180285
AL0203A,SO2,2018,15.114273176636807
AL0204A,CO,2014,366.978650990099
AL0204A,CO,2015,439.6133201010886
AL0204A,CO,2016,521.3385179323849
AL0204A,CO,2017,2128.000998330459
AL0204A,CO,2018,618.8856366760527
AL0204A,NO2,2014,11.088523555161467
AL0204A,NO2,2015,14.17842365929901
AL0204A,NO2,2016,11.604207109030506
AL0204A,NO2,2017,17.57331276511177
AL0204A,O3,2014,65.52581376852754
AL0204A,O3,2015,66.11582970985694
AL0204A,O3,2016,63.463216850092394
AL0204A,O3,2017,71.70310408090309
AL0204A,O3,2018,41.17741517505982
AL0204A,PM10,2014,15.295758534427007
AL0204A,PM10,2015,19.39414093275441
AL0204A,PM10,2016,22.708081226491775
AL0204A,PM10,2017,23.252200846315084
AL0204A,PM10,2018,24.03896791037605
AL0204A,SO2,2014,8.054470600707724
AL0204A,SO2,2015,7.360370215171305
AL0204A,SO2,2016,9.371136619532994
AL0204A,SO2,2017,3.509254065726645
AL0204A,SO2,2018,6.22353138221072
AL0205A,CO,2014,488.40647857889235
AL0205A,CO,2015,427.05907005225265
AL0205A,CO,2016,529.2456347654638
AL0205A,CO,2017,551.5506987971006
AL0205A,CO,2018,663.0317929302543
AL0205A,NO2,2014,36.737101272918004
AL0205A,NO2,2015,26.631197961636094
AL0205A,NO2,2016,24.7915134660917
AL0205A,NO2,2017,23.224350300446282
AL0205A,NO2,2018,13.48844367489473
AL0205A,O3,2014,46.99830585288109
AL0205A,O3,2015,53.58986498513033
AL0205A,O3,2016,52.502579525881
AL0205A,O3,2017,49.146905961032346
AL0205A,PM10,2014,13.858236947180691
AL0205A,PM10,2015,17.648298867577257
AL0205A,PM10,2016,24.531700621627255
AL0205A,PM10,2017,25.55987048149109
AL0205A,PM10,2018,43.16910738475395
AL0205A,SO2,2014,9.725337801174915
AL0205A,SO2,2015,11.8919665510455
AL0205A,SO2,2016,5.752451973333934
AL0205A,SO2,2017,3.373840690622119
AL0205A,SO2,2018,5.0182147996202735
AL0206A,CO,2014,503.1957219251337
AL0206A,CO,2015,856.6727812213155
AL0206A,CO,2016,831.8014460879618
AL0206A,CO,2017,1446.4825054655937
AL0206A,CO,2018,1165.4972847633294
AL0206A,NO2,2014,21.805868715930693
AL0206A,NO2,2015,9.570072219093257
AL0206A,NO2,2016,10.04747604752394
AL0206A,NO2,2017,12.308680380494765
AL0206A,NO2,2018,18.822223463208875
AL0206A,O3,2014,71.22240487643892
AL0206A,O3,2015,64.27329092187506
AL0206A,O3,2016,65.75623954596213
AL0206A,O3,2017,76.36227322036467
AL0206A,O3,2018,49.344495022179544
AL0206A,PM10,2014,22.438295666238258
AL0206A,PM10,2015,19.522708378040363
AL0206A,PM10,2016,16.811207987074607
AL0206A,PM10,2017,30.492830878945398
AL0206A,SO2,2014,11.81602400702666
AL0206A,SO2,2015,6.202094427430627
AL0206A,SO2,2016,8.104551748058073
AL0206A,SO2,2017,6.241372500476253
AL0206A,SO2,2018,14.966487001816123
AL0207A,CO,2014,661.0990685859441
AL0207A,CO,2015,682.9255266785767
AL0207A,CO,2016,520.0281008430279
AL0207A,CO,2017,722.5645448030734
AL0207A,CO,2018,820.0718590150396
AL0207A,NO2,2014,33.15416271925214
AL0207A,NO2,2015,23.96804314301425
AL0207A,NO2,2016,26.259937899138418
AL0207A,NO2,2017,24.702231088065027
AL0207A,NO2,2018,23.004833297439173
AL0207A,O3,2014,22.338722961745123
AL0207A,O3,2015,33.87526735814978
AL0207A,O3,2016,25.430560520109537
AL0207A,O3,2017,32.63336282685792
AL0207A,O3,2018,38.8975508480756
AL0207A,PM10,2014,48.9779855810481
AL0207A,SO2,2014,12.495594105112536
AL0207A,SO2,2015,3.881315751340842
AL0207A,SO2,2016,4.069642463664511
AL0207A,SO2,2017,3.2156265580343577
AT0ENK1,NO2,2013,10.887854297804605
AT0ENK1,NO2,2014,11.141306499905413
AT0ENK1,NO2,2015,11.041493210655617
AT0ENK1,NO2,2016,10.23742081107839
AT0ENK1,NO2,2017,11.353814066338646
AT0ENK1,NO2,2018,11.143258017566888
AT0ENK1,NO2,2019,9.85456868006401
AT0ENK1,O3,2013,56.60127836000336
AT0ENK1,O3,2014,53.42848815691083
AT0ENK1,O3,2015,60.62102849050613
AT0ENK1,O3,2016,54.42284079526521
AT0ENK1,O3,2017,59.532116859799736
AT0ENK1,O3,2018,67.07267926125697
AT0ENK1,O3,2019,64.25056048244144
AT0ENK1,PM10,2013,18.693511661085246
AT0ENK1,PM10,2014,17.468733258546372
AT0ENK1,PM10,2015,14.565120622977002
AT0ENK1,PM10,2016,13.98403281985317
AT0ENK1,PM10,2017,14.141770719001013
AT0ENK1,PM10,2018,16.43286395286432
AT0ENK1,PM10,2019,12.40083041859253
AT0ENK1,PM2.5,2013,14.549684944529538
AT0ENK1,PM2.5,2014,13.31874629560344
AT0ENK1,PM2.5,2015,11.04014162274359
AT0ENK1,PM2.5,2016,10.394267931631335
AT0ENK1,PM2.5,2017,10.398183968478238
AT0ENK1,PM2.5,2018,12.462433305802014
AT0ENK1,PM2.5,2019,9.473575191048377
AT0ENK1,SO2,2013,0.9518872454674241
AT0ENK1,SO2,2014,1.0042347468562218
AT0ENK1,SO2,2015,0.8970381047579257
AT0ENK1,SO2,2016,0.8118970923296812
AT0ENK1,SO2,2017,1.1778021311554254
AT0ENK1,SO2,2018,1.2777588637942356
AT0ENK1,SO2,2019,1.0111756868440158
AT0ILL1,CO,2013,255.53209358128373
AT0ILL1,CO,2014,238.3741628100915
AT0ILL1,CO,2015,243.51889672414285
AT0ILL1,CO,2016,229.4974276252157
AT0ILL1,CO,2017,233.39717955027703
AT0ILL1,CO,2018,228.82850899948824
AT0ILL1,CO,2019,177.32270981292623
AT0ILL1,NO2,2013,10.018695635583347
AT0ILL1,NO2,2014,7.99346093479093
AT0ILL1,NO2,2015,9.115616544943023
AT0ILL1,NO2,2016,8.1595654168853
AT0ILL1,NO2,2017,8.437843282933166
AT0ILL1,NO2,2018,8.265710258079173
AT0ILL1,NO2,2019,7.175738374902597
AT0ILL1,O3,2013,63.92706305608502
AT0ILL1,O3,2014,57.072529853355775
AT0ILL1,O3,2015,60.9775586464154
AT0ILL1,O3,2016,57.38513233356519
AT0ILL1,O3,2017,65.1208683102323
AT0ILL1,O3,2018,56.701123930110356
AT0ILL1,O3,2019,67.41082941614737
AT0ILL1,PM10,2013,20.464465843702158
AT0ILL1,PM10,2014,19.34107793265674
AT0ILL1,PM10,2015,18.854594315911026
AT0ILL1,PM10,2016,16.22585530660848
AT0ILL1,PM10,2017,15.687549368495636
AT0ILL1,PM10,2018,20.095589022145383
AT0ILL1,PM10,2019,15.369902509353953
AT0ILL1,PM2.5,2013,15.958875357150337
AT0ILL1,PM2.5,2014,14.943264863308334
AT0ILL1,PM2.5,2015,14.812047610375874
AT0ILL1,PM2.5,2016,13.205121374611208
AT0ILL1,PM2.5,2017,12.574395000986545
AT0ILL1,PM2.5,2018,14.733872276222773
AT0ILL1,PM2.5,2019,10.682034638119088
AT0ILL1,SO2,2013,1.9114129255073053
AT0ILL1,SO2,2014,1.6565955110745938
AT0ILL1,SO2,2015,1.3044105410022933
AT0ILL1,SO2,2016,0.8987336883674039
AT0ILL1,SO2,2017,1.275689142637567
AT0ILL1,SO2,2018,1.3176318676689236
AT0ILL1,SO2,2019,1.0556830266774508
AT0KLH1,NO2,2013,6.846581512791107
AT0KLH1,NO2,2014,7.107956153632791
AT0KLH1,NO2,2015,8.882811572386526
AT0KLH1,NO2,2016,8.237314354471678
AT0KLH1,NO2,2017,8.277467861073614
AT0KLH1,NO2,2018,7.329392136281853
AT0KLH1,NO2,2019,6.4653773321740085
AT0KLH1,PM10,2013,18.6918162003907
AT0KLH1,PM10,2014,16.669967069379034
AT0KLH1,PM10,2015,18.189410935710466
AT0KLH1,PM10,2016,16.204199199753074
AT0KLH1,PM10,2017,17.57739142031447
AT0KLH1,PM10,2018,16.822070320427766
AT0KLH1,PM10,2019,18.373064156909724
AT0PIL1,NO2,2013,9.40678264926765
AT0PIL1,NO2,2014,8.814880330582735
AT0PIL1,NO2,2015,9.28607218364252
AT0PIL1,NO2,2016,9.121724197631753
AT0PIL1,NO2,2017,8.633007843868754
AT0PIL1,NO2,2018,8.199492865388498
AT0PIL1,NO2,2019,6.943563720865723
AT0PIL1,O3,2013,60.641505274184674
AT0PIL1,O3,2014,57.96610268903519
AT0PIL1,O3,2015,61.49101790517974
AT0PIL1,O3,2016,56.76736337365144
AT0PIL1,O3,2017,65.29673796609454
AT0PIL1,O3,2018,68.80229065521097
AT0PIL1,O3,2019,68.73257002994714
AT0PIL1,PM10,2013,20.718335033164166
AT0PIL1,PM10,2014,19.480009988493848
AT0PIL1,PM10,2015,17.091047650266567
AT0PIL1,PM10,2016,15.278761204269236
AT0PIL1,PM10,2017,16.277847245357773
AT0PIL1,PM10,2018,18.190595412580034
AT0PIL1,PM10,2019,15.02945296556524
AT0PIL1,PM2.5,2013,16.02557389646255
AT0PIL1,PM2.5,2014,14.992527209864733
AT0PIL1,SO2,2013,2.154229255617634
AT0PIL1,SO2,2014,1.7641270092959442
AT0PIL1,SO2,2015,1.329192475066787
AT0PIL1,SO2,2016,0.9423219120411709
AT0PIL1,SO2,2017,1.212897827958042
AT0PIL1,SO2,2018,1.4033248985364302
AT0PIL1,SO2,2019,1.2789762741239825
